,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months_sels,City name,total_seals_per_months,sell Hour,sell Munites,Time Frequency,Grouped_products
67053,161850,AA Batteries (4-pack),1,3.84,2019-02-17 20:38:00,"317 2nd St, Los Angeles, CA 90001",2,  Los Angeles (CA),3.84,20,38,1,"AA Batteries (4-pack),AAA Batteries (4-pack)"
67054,161850,AAA Batteries (4-pack),1,2.99,2019-02-17 20:38:00,"317 2nd St, Los Angeles, CA 90001",2,  Los Angeles (CA),2.99,20,38,1,"AA Batteries (4-pack),AAA Batteries (4-pack)"
67065,161861,Lightning Charging Cable,1,14.95,2019-02-17 08:29:00,"784 Hill St, Portland, OR 97035",2,  Portland (OR),14.95,8,29,1,"Lightning Charging Cable,Wired Headphones"
67066,161861,Wired Headphones,1,11.99,2019-02-17 08:29:00,"784 Hill St, Portland, OR 97035",2,  Portland (OR),11.99,8,29,1,"Lightning Charging Cable,Wired Headphones"
67096,161891,LG Washing Machine,1,600.0,2019-02-03 14:16:00,"397 Jackson St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,14,16,1,"LG Washing Machine,Lightning Charging Cable"
67097,161891,Lightning Charging Cable,1,14.95,2019-02-03 14:16:00,"397 Jackson St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,14,16,1,"LG Washing Machine,Lightning Charging Cable"
67126,161920,Google Phone,1,600.0,2019-02-24 20:34:00,"284 Walnut St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,20,34,1,"Google Phone,USB-C Charging Cable,AAA Batteries (4-pack)"
67127,161920,USB-C Charging Cable,1,11.95,2019-02-24 20:34:00,"284 Walnut St, San Francisco, CA 94016",2,  San Francisco (CA),11.95,20,34,1,"Google Phone,USB-C Charging Cable,AAA Batteries (4-pack)"
67128,161920,AAA Batteries (4-pack),1,2.99,2019-02-24 20:34:00,"284 Walnut St, San Francisco, CA 94016",2,  San Francisco (CA),2.99,20,34,1,"Google Phone,USB-C Charging Cable,AAA Batteries (4-pack)"
67153,161945,USB-C Charging Cable,1,11.95,2019-02-19 09:44:00,"814 Highland St, Dallas, TX 75001",2,  Dallas (TX),11.95,9,44,1,"USB-C Charging Cable,34in Ultrawide Monitor"
67154,161945,34in Ultrawide Monitor,1,379.99,2019-02-19 09:44:00,"814 Highland St, Dallas, TX 75001",2,  Dallas (TX),379.99,9,44,1,"USB-C Charging Cable,34in Ultrawide Monitor"
67169,161960,Vareebadd Phone,1,400.0,2019-02-01 11:32:00,"867 Cherry St, Boston, MA 02215",2,  Boston (MA),400.0,11,32,1,"Vareebadd Phone,USB-C Charging Cable"
67170,161960,USB-C Charging Cable,2,11.95,2019-02-01 11:32:00,"867 Cherry St, Boston, MA 02215",2,  Boston (MA),23.9,11,32,1,"Vareebadd Phone,USB-C Charging Cable"
67182,161972,Google Phone,1,600.0,2019-02-02 21:01:00,"59 Lincoln St, Austin, TX 73301",2,  Austin (TX),600.0,21,1,1,"Google Phone,USB-C Charging Cable"
67183,161972,USB-C Charging Cable,1,11.95,2019-02-02 21:01:00,"59 Lincoln St, Austin, TX 73301",2,  Austin (TX),11.95,21,1,1,"Google Phone,USB-C Charging Cable"
67208,161997,Google Phone,1,600.0,2019-02-28 22:15:00,"845 8th St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,22,15,1,"Google Phone,USB-C Charging Cable"
67209,161997,USB-C Charging Cable,1,11.95,2019-02-28 22:15:00,"845 8th St, San Francisco, CA 94016",2,  San Francisco (CA),11.95,22,15,1,"Google Phone,USB-C Charging Cable"
67262,141275,USB-C Charging Cable,1,11.95,2019-01-07 16:06:00,"610 Walnut St, Austin, TX 73301",1,  Austin (TX),11.95,16,6,1,"USB-C Charging Cable,Wired Headphones"
67263,141275,Wired Headphones,1,11.99,2019-01-07 16:06:00,"610 Walnut St, Austin, TX 73301",1,  Austin (TX),11.99,16,6,1,"USB-C Charging Cable,Wired Headphones"
67278,141290,Apple Airpods Headphones,1,150.0,2019-01-02 08:25:00,"4 1st St, Los Angeles, CA 90001",1,  Los Angeles (CA),150.0,8,25,1,"Apple Airpods Headphones,AA Batteries (4-pack)"
67279,141290,AA Batteries (4-pack),3,3.84,2019-01-02 08:25:00,"4 1st St, Los Angeles, CA 90001",1,  Los Angeles (CA),11.52,8,25,1,"Apple Airpods Headphones,AA Batteries (4-pack)"
67354,141365,Vareebadd Phone,1,400.0,2019-01-10 11:19:00,"20 Dogwood St, New York City, NY 10001",1,  New York City (NY),400.0,11,19,1,"Vareebadd Phone,Wired Headphones"
67355,141365,Wired Headphones,1,11.99,2019-01-10 11:19:00,"20 Dogwood St, New York City, NY 10001",1,  New York City (NY),11.99,11,19,1,"Vareebadd Phone,Wired Headphones"
67374,141384,Google Phone,1,600.0,2019-01-03 00:14:00,"223 Jackson St, Boston, MA 02215",1,  Boston (MA),600.0,0,14,1,"Google Phone,USB-C Charging Cable"
67375,141384,USB-C Charging Cable,1,11.95,2019-01-03 00:14:00,"223 Jackson St, Boston, MA 02215",1,  Boston (MA),11.95,0,14,1,"Google Phone,USB-C Charging Cable"
67441,141450,Google Phone,1,600.0,2019-01-12 11:16:00,"521 Park St, San Francisco, CA 94016",1,  San Francisco (CA),600.0,11,16,1,"Google Phone,Bose SoundSport Headphones"
67442,141450,Bose SoundSport Headphones,1,99.99,2019-01-12 11:16:00,"521 Park St, San Francisco, CA 94016",1,  San Francisco (CA),99.99,11,16,1,"Google Phone,Bose SoundSport Headphones"
67449,141457,iPhone,1,700.0,2019-01-09 22:11:00,"820 Jackson St, Seattle, WA 98101",1,  Seattle (WA),700.0,22,11,1,"iPhone,Apple Airpods Headphones"
67450,141457,Apple Airpods Headphones,1,150.0,2019-01-09 22:11:00,"820 Jackson St, Seattle, WA 98101",1,  Seattle (WA),150.0,22,11,1,"iPhone,Apple Airpods Headphones"
67471,141478,Google Phone,1,600.0,2019-01-26 13:32:00,"303 North St, Atlanta, GA 30301",1,  Atlanta (GA),600.0,13,32,1,"Google Phone,Apple Airpods Headphones"
67472,141478,Apple Airpods Headphones,1,150.0,2019-01-26 13:32:00,"303 North St, Atlanta, GA 30301",1,  Atlanta (GA),150.0,13,32,1,"Google Phone,Apple Airpods Headphones"
67544,141550,iPhone,1,700.0,2019-01-31 10:58:00,"399 Church St, Boston, MA 02215",1,  Boston (MA),700.0,10,58,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
67545,141550,Apple Airpods Headphones,2,150.0,2019-01-31 10:58:00,"399 Church St, Boston, MA 02215",1,  Boston (MA),300.0,10,58,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
67546,141550,Wired Headphones,1,11.99,2019-01-31 10:58:00,"399 Church St, Boston, MA 02215",1,  Boston (MA),11.99,10,58,1,"iPhone,Apple Airpods Headphones,Wired Headphones"
67583,141587,USB-C Charging Cable,1,11.95,2019-01-29 15:14:00,"504 14th St, Dallas, TX 75001",1,  Dallas (TX),11.95,15,14,1,"USB-C Charging Cable,Apple Airpods Headphones"
67584,141587,Apple Airpods Headphones,1,150.0,2019-01-29 15:14:00,"504 14th St, Dallas, TX 75001",1,  Dallas (TX),150.0,15,14,1,"USB-C Charging Cable,Apple Airpods Headphones"
67642,141645,Lightning Charging Cable,1,14.95,2019-01-30 15:30:00,"98 Forest St, New York City, NY 10001",1,  New York City (NY),14.95,15,30,1,"Lightning Charging Cable,Wired Headphones"
67643,141645,Wired Headphones,1,11.99,2019-01-30 15:30:00,"98 Forest St, New York City, NY 10001",1,  New York City (NY),11.99,15,30,1,"Lightning Charging Cable,Wired Headphones"
67736,141738,iPhone,1,700.0,2019-01-14 20:53:00,"183 Cherry St, Atlanta, GA 30301",1,  Atlanta (GA),700.0,20,53,1,"iPhone,Lightning Charging Cable"
67737,141738,Lightning Charging Cable,1,14.95,2019-01-14 20:53:00,"183 Cherry St, Atlanta, GA 30301",1,  Atlanta (GA),14.95,20,53,1,"iPhone,Lightning Charging Cable"
67781,141782,27in FHD Monitor,1,149.99,2019-01-11 21:13:00,"353 4th St, San Francisco, CA 94016",1,  San Francisco (CA),149.99,21,13,1,"27in FHD Monitor,Bose SoundSport Headphones"
67782,141782,Bose SoundSport Headphones,1,99.99,2019-01-11 21:13:00,"353 4th St, San Francisco, CA 94016",1,  San Francisco (CA),99.99,21,13,1,"27in FHD Monitor,Bose SoundSport Headphones"
67789,141789,Google Phone,1,600.0,2019-01-01 20:13:00,"903 Lake St, Seattle, WA 98101",1,  Seattle (WA),600.0,20,13,1,"Google Phone,USB-C Charging Cable"
67790,141789,USB-C Charging Cable,2,11.95,2019-01-01 20:13:00,"903 Lake St, Seattle, WA 98101",1,  Seattle (WA),23.9,20,13,1,"Google Phone,USB-C Charging Cable"
67796,141795,iPhone,1,700.0,2019-01-19 20:31:00,"383 Jefferson St, San Francisco, CA 94016",1,  San Francisco (CA),700.0,20,31,1,"iPhone,Wired Headphones"
67797,141795,Wired Headphones,1,11.99,2019-01-19 20:31:00,"383 Jefferson St, San Francisco, CA 94016",1,  San Francisco (CA),11.99,20,31,1,"iPhone,Wired Headphones"
67811,141809,Google Phone,1,600.0,2019-01-08 15:38:00,"457 Adams St, Los Angeles, CA 90001",1,  Los Angeles (CA),600.0,15,38,1,"Google Phone,USB-C Charging Cable"
67812,141809,USB-C Charging Cable,1,11.95,2019-01-08 15:38:00,"457 Adams St, Los Angeles, CA 90001",1,  Los Angeles (CA),11.95,15,38,1,"Google Phone,USB-C Charging Cable"
67846,141843,AA Batteries (4-pack),1,3.84,2019-01-10 09:59:00,"400 9th St, San Francisco, CA 94016",1,  San Francisco (CA),3.84,9,59,1,"AA Batteries (4-pack),AAA Batteries (4-pack)"
67847,141843,AAA Batteries (4-pack),1,2.99,2019-01-10 09:59:00,"400 9th St, San Francisco, CA 94016",1,  San Francisco (CA),2.99,9,59,1,"AA Batteries (4-pack),AAA Batteries (4-pack)"
67904,141900,Vareebadd Phone,1,400.0,2019-01-18 09:53:00,"239 13th St, Seattle, WA 98101",1,  Seattle (WA),400.0,9,53,1,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
67905,141900,USB-C Charging Cable,1,11.95,2019-01-18 09:53:00,"239 13th St, Seattle, WA 98101",1,  Seattle (WA),11.95,9,53,1,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
67906,141900,Wired Headphones,1,11.99,2019-01-18 09:53:00,"239 13th St, Seattle, WA 98101",1,  Seattle (WA),11.99,9,53,1,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
67907,141901,Google Phone,1,600.0,2019-01-26 22:12:00,"942 Maple St, Boston, MA 02215",1,  Boston (MA),600.0,22,12,1,"Google Phone,USB-C Charging Cable"
67908,141901,USB-C Charging Cable,1,11.95,2019-01-26 22:12:00,"942 Maple St, Boston, MA 02215",1,  Boston (MA),11.95,22,12,1,"Google Phone,USB-C Charging Cable"
67917,141910,Vareebadd Phone,1,400.0,2019-01-19 10:52:00,"831 9th St, New York City, NY 10001",1,  New York City (NY),400.0,10,52,1,"Vareebadd Phone,Wired Headphones"
67918,141910,Wired Headphones,1,11.99,2019-01-19 10:52:00,"831 9th St, New York City, NY 10001",1,  New York City (NY),11.99,10,52,1,"Vareebadd Phone,Wired Headphones"
67947,141939,34in Ultrawide Monitor,1,379.99,2019-01-11 14:36:00,"119 Walnut St, Dallas, TX 75001",1,  Dallas (TX),379.99,14,36,1,"34in Ultrawide Monitor,Lightning Charging Cable"
67948,141939,Lightning Charging Cable,1,14.95,2019-01-11 14:36:00,"119 Walnut St, Dallas, TX 75001",1,  Dallas (TX),14.95,14,36,1,"34in Ultrawide Monitor,Lightning Charging Cable"
67955,141946,USB-C Charging Cable,1,11.95,2019-01-11 17:24:00,"731 Lake St, San Francisco, CA 94016",1,  San Francisco (CA),11.95,17,24,1,"USB-C Charging Cable,Wired Headphones"
67956,141946,Wired Headphones,1,11.99,2019-01-11 17:24:00,"731 Lake St, San Francisco, CA 94016",1,  San Francisco (CA),11.99,17,24,1,"USB-C Charging Cable,Wired Headphones"
67957,141947,Lightning Charging Cable,1,14.95,2019-01-17 11:05:00,"770 5th St, San Francisco, CA 94016",1,  San Francisco (CA),14.95,11,5,1,"Lightning Charging Cable,Bose SoundSport Headphones"
67958,141947,Bose SoundSport Headphones,1,99.99,2019-01-17 11:05:00,"770 5th St, San Francisco, CA 94016",1,  San Francisco (CA),99.99,11,5,1,"Lightning Charging Cable,Bose SoundSport Headphones"
67976,141965,Google Phone,1,600.0,2019-01-09 13:55:00,"303 10th St, Boston, MA 02215",1,  Boston (MA),600.0,13,55,1,"Google Phone,Wired Headphones"
67977,141965,Wired Headphones,1,11.99,2019-01-09 13:55:00,"303 10th St, Boston, MA 02215",1,  Boston (MA),11.99,13,55,1,"Google Phone,Wired Headphones"
67979,141967,iPhone,1,700.0,2019-01-25 12:02:00,"397 Meadow St, Los Angeles, CA 90001",1,  Los Angeles (CA),700.0,12,2,1,"iPhone,Wired Headphones"
67980,141967,Wired Headphones,1,11.99,2019-01-25 12:02:00,"397 Meadow St, Los Angeles, CA 90001",1,  Los Angeles (CA),11.99,12,2,1,"iPhone,Wired Headphones"
67983,141970,Apple Airpods Headphones,1,150.0,2019-01-05 13:06:00,"136 11th St, Boston, MA 02215",1,  Boston (MA),150.0,13,6,1,"Apple Airpods Headphones,Lightning Charging Cable"
67984,141970,Lightning Charging Cable,1,14.95,2019-01-05 13:06:00,"136 11th St, Boston, MA 02215",1,  Boston (MA),14.95,13,6,1,"Apple Airpods Headphones,Lightning Charging Cable"
67986,141972,Google Phone,1,600.0,2019-01-24 15:25:00,"52 Main St, San Francisco, CA 94016",1,  San Francisco (CA),600.0,15,25,1,"Google Phone,iPhone"
67987,141972,iPhone,1,700.0,2019-01-24 15:25:00,"52 Main St, San Francisco, CA 94016",1,  San Francisco (CA),700.0,15,25,1,"Google Phone,iPhone"
68008,141993,iPhone,1,700.0,2019-01-06 09:19:00,"422 Jackson St, Seattle, WA 98101",1,  Seattle (WA),700.0,9,19,1,"iPhone,Wired Headphones"
68009,141993,Wired Headphones,1,11.99,2019-01-06 09:19:00,"422 Jackson St, Seattle, WA 98101",1,  Seattle (WA),11.99,9,19,1,"iPhone,Wired Headphones"
68026,142010,iPhone,1,700.0,2019-01-04 06:28:00,"511 2nd St, Portland, OR 97035",1,  Portland (OR),700.0,6,28,1,"iPhone,Lightning Charging Cable"
68027,142010,Lightning Charging Cable,1,14.95,2019-01-04 06:28:00,"511 2nd St, Portland, OR 97035",1,  Portland (OR),14.95,6,28,1,"iPhone,Lightning Charging Cable"
68040,142023,20in Monitor,1,109.99,2019-01-29 20:02:00,"766 Maple St, San Francisco, CA 94016",1,  San Francisco (CA),109.99,20,2,1,"20in Monitor,Wired Headphones"
68041,142023,Wired Headphones,1,11.99,2019-01-29 20:02:00,"766 Maple St, San Francisco, CA 94016",1,  San Francisco (CA),11.99,20,2,1,"20in Monitor,Wired Headphones"
68055,142037,iPhone,1,700.0,2019-01-11 21:48:00,"230 North St, Austin, TX 73301",1,  Austin (TX),700.0,21,48,1,"iPhone,Apple Airpods Headphones"
68056,142037,Apple Airpods Headphones,1,150.0,2019-01-11 21:48:00,"230 North St, Austin, TX 73301",1,  Austin (TX),150.0,21,48,1,"iPhone,Apple Airpods Headphones"
68058,142039,Google Phone,1,600.0,2019-01-31 16:13:00,"549 Cherry St, New York City, NY 10001",1,  New York City (NY),600.0,16,13,1,"Google Phone,USB-C Charging Cable"
68059,142039,USB-C Charging Cable,3,11.95,2019-01-31 16:13:00,"549 Cherry St, New York City, NY 10001",1,  New York City (NY),35.84999999999999,16,13,1,"Google Phone,USB-C Charging Cable"
68068,142048,Google Phone,1,600.0,2019-01-04 15:30:00,"628 11th St, Portland, OR 97035",1,  Portland (OR),600.0,15,30,1,"Google Phone,Wired Headphones"
68069,142048,Wired Headphones,1,11.99,2019-01-04 15:30:00,"628 11th St, Portland, OR 97035",1,  Portland (OR),11.99,15,30,1,"Google Phone,Wired Headphones"
68092,142071,AA Batteries (4-pack),1,3.84,2019-01-17 23:02:00,"131 2nd St, Boston, MA 02215",1,  Boston (MA),3.84,23,2,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
68093,142071,AA Batteries (4-pack),1,3.84,2019-01-17 23:02:00,"131 2nd St, Boston, MA 02215",1,  Boston (MA),3.84,23,2,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
68107,142085,iPhone,1,700.0,2019-01-26 18:52:00,"577 13th St, Los Angeles, CA 90001",1,  Los Angeles (CA),700.0,18,52,1,"iPhone,Lightning Charging Cable"
68108,142085,Lightning Charging Cable,1,14.95,2019-01-26 18:52:00,"577 13th St, Los Angeles, CA 90001",1,  Los Angeles (CA),14.95,18,52,1,"iPhone,Lightning Charging Cable"
68135,142112,20in Monitor,1,109.99,2019-01-01 13:51:00,"625 Elm St, Boston, MA 02215",1,  Boston (MA),109.99,13,51,1,"20in Monitor,Bose SoundSport Headphones"
68136,142112,Bose SoundSport Headphones,1,99.99,2019-01-01 13:51:00,"625 Elm St, Boston, MA 02215",1,  Boston (MA),99.99,13,51,1,"20in Monitor,Bose SoundSport Headphones"
68152,142128,Google Phone,1,600.0,2019-01-20 02:57:00,"752 2nd St, Austin, TX 73301",1,  Austin (TX),600.0,2,57,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
68153,142128,Bose SoundSport Headphones,1,99.99,2019-01-20 02:57:00,"752 2nd St, Austin, TX 73301",1,  Austin (TX),99.99,2,57,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
68154,142128,Wired Headphones,2,11.99,2019-01-20 02:57:00,"752 2nd St, Austin, TX 73301",1,  Austin (TX),23.98,2,57,1,"Google Phone,Bose SoundSport Headphones,Wired Headphones"
68170,142144,Vareebadd Phone,1,400.0,2019-01-04 04:31:00,"399 Lincoln St, New York City, NY 10001",1,  New York City (NY),400.0,4,31,1,"Vareebadd Phone,USB-C Charging Cable"
68171,142144,USB-C Charging Cable,1,11.95,2019-01-04 04:31:00,"399 Lincoln St, New York City, NY 10001",1,  New York City (NY),11.95,4,31,1,"Vareebadd Phone,USB-C Charging Cable"
68172,142145,Apple Airpods Headphones,1,150.0,2019-01-18 20:30:00,"899 6th St, San Francisco, CA 94016",1,  San Francisco (CA),150.0,20,30,1,"Apple Airpods Headphones,USB-C Charging Cable"
68173,142145,USB-C Charging Cable,1,11.95,2019-01-18 20:30:00,"899 6th St, San Francisco, CA 94016",1,  San Francisco (CA),11.95,20,30,1,"Apple Airpods Headphones,USB-C Charging Cable"
68220,142192,Google Phone,1,600.0,2019-01-28 12:39:00,"68 11th St, Boston, MA 02215",1,  Boston (MA),600.0,12,39,1,"Google Phone,USB-C Charging Cable"
68221,142192,USB-C Charging Cable,1,11.95,2019-01-28 12:39:00,"68 11th St, Boston, MA 02215",1,  Boston (MA),11.95,12,39,1,"Google Phone,USB-C Charging Cable"
68259,142230,Google Phone,1,600.0,2019-01-29 12:05:00,"867 Cedar St, San Francisco, CA 94016",1,  San Francisco (CA),600.0,12,5,1,"Google Phone,USB-C Charging Cable"
68260,142230,USB-C Charging Cable,1,11.95,2019-01-29 12:05:00,"867 Cedar St, San Francisco, CA 94016",1,  San Francisco (CA),11.95,12,5,1,"Google Phone,USB-C Charging Cable"
68291,142261,iPhone,1,700.0,2019-01-23 08:47:00,"5 5th St, Dallas, TX 75001",1,  Dallas (TX),700.0,8,47,1,"iPhone,Wired Headphones"
68292,142261,Wired Headphones,1,11.99,2019-01-23 08:47:00,"5 5th St, Dallas, TX 75001",1,  Dallas (TX),11.99,8,47,1,"iPhone,Wired Headphones"
68318,142287,Google Phone,1,600.0,2019-01-24 19:41:00,"898 Spruce St, Dallas, TX 75001",1,  Dallas (TX),600.0,19,41,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
68319,142287,USB-C Charging Cable,1,11.95,2019-01-24 19:41:00,"898 Spruce St, Dallas, TX 75001",1,  Dallas (TX),11.95,19,41,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
68320,142287,Wired Headphones,1,11.99,2019-01-24 19:41:00,"898 Spruce St, Dallas, TX 75001",1,  Dallas (TX),11.99,19,41,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
68332,142299,iPhone,1,700.0,2019-01-11 12:21:00,"251 Ridge St, Austin, TX 73301",1,  Austin (TX),700.0,12,21,1,"iPhone,Wired Headphones"
68333,142299,Wired Headphones,1,11.99,2019-01-11 12:21:00,"251 Ridge St, Austin, TX 73301",1,  Austin (TX),11.99,12,21,1,"iPhone,Wired Headphones"
68342,142308,Google Phone,1,600.0,2019-01-13 14:41:00,"767 Sunset St, San Francisco, CA 94016",1,  San Francisco (CA),600.0,14,41,1,"Google Phone,Wired Headphones"
68343,142308,Wired Headphones,1,11.99,2019-01-13 14:41:00,"767 Sunset St, San Francisco, CA 94016",1,  San Francisco (CA),11.99,14,41,1,"Google Phone,Wired Headphones"
68354,142319,Bose SoundSport Headphones,1,99.99,2019-01-31 10:40:00,"844 Ridge St, San Francisco, CA 94016",1,  San Francisco (CA),99.99,10,40,1,"Bose SoundSport Headphones,Google Phone"
68355,142319,Google Phone,1,600.0,2019-01-31 10:40:00,"844 Ridge St, San Francisco, CA 94016",1,  San Francisco (CA),600.0,10,40,1,"Bose SoundSport Headphones,Google Phone"
68356,142320,Google Phone,1,600.0,2019-01-11 22:44:00,"531 West St, New York City, NY 10001",1,  New York City (NY),600.0,22,44,1,"Google Phone,iPhone"
68357,142320,iPhone,1,700.0,2019-01-11 22:44:00,"531 West St, New York City, NY 10001",1,  New York City (NY),700.0,22,44,1,"Google Phone,iPhone"
68387,142350,iPhone,1,700.0,2019-01-01 14:33:00,"956 Walnut St, Seattle, WA 98101",1,  Seattle (WA),700.0,14,33,1,"iPhone,Wired Headphones"
68388,142350,Wired Headphones,1,11.99,2019-01-01 14:33:00,"956 Walnut St, Seattle, WA 98101",1,  Seattle (WA),11.99,14,33,1,"iPhone,Wired Headphones"
68417,142379,Google Phone,1,600.0,2019-01-30 21:02:00,"231 Hill St, Seattle, WA 98101",1,  Seattle (WA),600.0,21,2,1,"Google Phone,USB-C Charging Cable"
68418,142379,USB-C Charging Cable,1,11.95,2019-01-30 21:02:00,"231 Hill St, Seattle, WA 98101",1,  Seattle (WA),11.95,21,2,1,"Google Phone,USB-C Charging Cable"
68428,142389,iPhone,1,700.0,2019-01-16 20:42:00,"956 Hill St, New York City, NY 10001",1,  New York City (NY),700.0,20,42,1,"iPhone,Lightning Charging Cable"
68429,142389,Lightning Charging Cable,1,14.95,2019-01-16 20:42:00,"956 Hill St, New York City, NY 10001",1,  New York City (NY),14.95,20,42,1,"iPhone,Lightning Charging Cable"
68436,142396,Vareebadd Phone,1,400.0,2019-01-09 09:56:00,"343 Jackson St, San Francisco, CA 94016",1,  San Francisco (CA),400.0,9,56,1,"Vareebadd Phone,USB-C Charging Cable"
68437,142396,USB-C Charging Cable,1,11.95,2019-01-09 09:56:00,"343 Jackson St, San Francisco, CA 94016",1,  San Francisco (CA),11.95,9,56,1,"Vareebadd Phone,USB-C Charging Cable"
68460,142419,Google Phone,1,600.0,2019-01-17 10:20:00,"947 2nd St, New York City, NY 10001",1,  New York City (NY),600.0,10,20,1,"Google Phone,Wired Headphones"
68461,142419,Wired Headphones,2,11.99,2019-01-17 10:20:00,"947 2nd St, New York City, NY 10001",1,  New York City (NY),23.98,10,20,1,"Google Phone,Wired Headphones"
68495,142453,Vareebadd Phone,1,400.0,2019-01-14 07:41:00,"869 Spruce St, Seattle, WA 98101",1,  Seattle (WA),400.0,7,41,1,"Vareebadd Phone,Bose SoundSport Headphones"
